,기업명,대학,전공,채용시기,채용유형,직무명,학점,어학,자격증,수상,인턴,동아리,질문1,답변1,질문2,답변2
252,GS,서울4년,교육학과,2021년 상반기,신입,영업/제휴,3.82,"{'토익': 890, '토스': 'Level6'}",2.0,1.0,1.0,0.0,Q1.GS리테일에 지원하게 된 동기를 서술하여 주십시오. (최대 500자 입력가능)보기,"{'기업성': ['GS리테일과 함께 삶의 변화 추구', 'GS25의 업계 최초 상품 ‘키핑’ 기능 제공', '가성비 좋은 와인 공급으로 편의점 업계 선도'], '태도': ['타인에게 영향 및 도움 제공을 통한 성취감 추구', '고객의 고민 해결을 위한 상품 추천', '매출 변화에 기여하고자 하는 의지'], '핵심경험': ['드럭 스토어 OOOO에서 피부, 탈모, 위생 관련 고객 고민 청취', '적합한 상품 추천을 통한 고객 충성도 구축', '편의점 매출 상승을 위한 노력 및 기여']}",Q2.지원분야 직무 수행을 위한 본인의 경험과 노력을 서술하여 주십시오. (최대 500자 입력가능)보기,"{'기업성': ['수익성 개선을 위한 적극성', '상권별 판매 전략 제시'], '태도': ['소비자 분석을 통한 판매율 향상 의지', '문제 해결을 위한 창의적 접근'], '핵심경험': ['드럭스토어에서 클리어런스 상품 판매율 개선 활동', '플래그십 스토어에서 고객별 맞춤 상품 제안 및 전량 판매 경험']}"
253,GS,서울4년,중어중문학과,2021년 상반기,신입,마케팅/시장조사,4.26,{'토익': 845},0.0,0.0,0.0,0.0,Q1.지원 동기보기,"{'기업성': ['SNS 광고/판매 회사에서의 인턴 경험', '온라인몰 관리 및 상품 소싱 경험', 'GS리테일에서의 모바일 쇼핑몰 관리 경험'], '태도': ['매출 상승에 기여하고자 하는 의지', '문제 해결을 위한 분석적 접근', '협업을 통한 시너지 창출 의지'], '핵심경험': ['상품 소싱 제안 및 매출 상승 기여', '온라인몰에 제품 등록 및 SNS 스타 섭외', '여드름 압출기 판매 제안 및 성공적인 판매 경험']}",Q2.기억에 남는 성공 또는 실패 경험보기,"{'기업성': ['SNS 마케팅 회사', '스타 화장품 협찬 판매 프로젝트', '판매 부진 제품 분석'], '태도': ['문제 해결을 위한 고민', '신뢰감 구축', '조직 기여 의지'], '핵심경험': ['5명의 SNS 스타 섭외 목표', '블로그를 통한 섭외 시도', '친밀감 형성을 위한 댓글 남기기', '최저가 공급 조율', '개인 사용 후기 제공', '15명의 SNS 스타 섭외 성과']}"
254,GS,서울4년,의류학과,2020년 상반기,신입,영업/제휴,3.68,{'오픽': 'IH'},6.0,0.0,1.0,0.0,Q1.gs리테일에 지원하게 된 동기를 적어주세요보기,"{'기업성': ['편의점의 24시간 운영과 접근성', '편의점의 친근함과 편리함', 'GS리테일의 차별화된 MD역량과 컨셉 점포', '프랜차이즈 산업의 수익성'], '태도': ['고객의 의견을 반영하는 소통의 중요성', '목표 달성에 대한 재미와 성향', '활동적이고 현장 중심의 영업관리 직무에 대한 매력'], '핵심경험': ['극장 스태프 근무 경험', '공연팀과 주관사 간의 원활한 소통 지원', '관객 의견 수집을 위한 설문지 배포']}",Q2.지원분야 직무 수행을 위한 본인의 경험과 노력을 적어주세요보기,"{'기업성': ['판매 혁신 제안', '트렌디한 상품 판매', '고객 맞춤형 마케팅'], '태도': ['적극적인 문제 해결 의지', '협업을 통한 아이디어 제안', '고객의 니즈 파악'], '핵심경험': ['OOO OO기업 박람회에서 비누 판매 경험', 'OO OO백화점에서 음용식초 판매 경험', '판매 멘트 및 진열 방식 개선']}"
255,GS,서울4년,무역학과,2020년 하반기,신입,영업/제휴,3.31,{'토익': 880},0.0,0.0,1.0,0.0,Q1.GS리테일에 지원하게 된 동기를 서술하여 주십시오.보기,"{'기업성': ['업계 1위의 자리에 있음', '최고 기준에 대한 집념', '변화하는 소비트렌드 선도', '고객의 아침과 밤을 책임지는 기업', '지역 주민들과 상생하는 기업', '매일의 라이프 스타일 플랫폼'], '태도': ['GS리테일과 함께하고자 하는 의지', '진심어린 서비스 제공', '피드백을 통한 협력'], '핵심경험': ['GS25를 통한 카페 및 식당 경험', 'GS25에서 느꼈던 행복 전달 의지']}",Q2.지원분야 직무 수행을 위한 본인의 경험과 노력을 서술하여 주십시오.보기,"{'기업성': ['소통능력 중요성', '계획성 필요성', '스케줄에 따른 업무 수행', '점주와의 소통 중요성'], '태도': ['목표 공유의 중요성', '학생의 관심사 반영', '계획을 통한 명확한 업무 수행', '피드백 개선 의지'], '핵심경험': ['과외를 통한 학생 성적 향상 경험', '학생과의 소통을 통한 목표 설정', '일기와 플래너를 통한 계획성 기르기', '2년간의 일기 작성 경험']}"
256,GS,지방4년,경영학과,2020년 상반기,신입,영업/제휴,3.25,{'토익': 725},5.0,0.0,3.0,0.0,Q1.GS리테일에 지원하게 된 동기를 서술하여 주십시오.보기,"{'기업성': ['고객과 함께하는 서비스', '고객을 향한 진실한 서비스 정신', '정직함의 가치', 'GS리테일의 긍정적인 이미지'], '태도': ['고객 신임을 얻기 위한 정직함 추구', '어려운 세태 속에서도 신념 유지', '서비스 정신의 중요성 인식'], '핵심경험': ['OOOO에서 아르바이트 경험', '고객 동선에 맞춘 상품 진열', '제품 제안 및 고객 응대']}",Q2.지원분야 직무 수행을 위한 본인의 경험과 노력을 서술하여 주십시오.보기,"{'기업성': ['OFC에 필요한 데이터 분석력과 소비자 분석력 강조', 'GS 편의점의 판매내역 분석 및 매출 확대 방법 구상 중요성 언급'], '태도': ['명확한 데이터 파악을 위한 노력', '소비자 특성 분석을 통한 판매율 향상 의지'], '핵심경험': ['약 1,000여 개 고객사의 판매내역을 엑셀로 정리하여 DB 구축', '고객을 나라별로 구분하여 아몬드 판매율을 높인 경험']}"
257,현대제철,대학원,재료공학과,2023년 하반기,신입,기획/경영,4.5,{'오픽': 'IH'},2.0,0.0,0.0,0.0,"Q1.본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['원칙 준수 중요성', '안전사고 예방', '우수한 평가'], '태도': ['원칙주의', '규칙 준수', '자기 엄격함', '모범 보이려는 노력'], '핵심경험': ['일일 안전 점검 및 일지 최신화', '불시 점검 대응', '연구실 일일 점검일지 관리']}","Q2.현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['도전적 실행', '현지인과의 소통', '다양한 문화 경험'], '태도': ['포기하지 않는 자세', '실패에 대한 긍정적 인식', '적극적인 도전 정신'], '핵심경험': ['미국 여행 계획', '노숙 경험', '11명의 호스트와의 교류']}"
258,현대제철,지방4년,기계공학과,2023년 상반기,신입,생산관리/품질관리,4.29,{'토스': 'Level6'},2.0,1.0,0.0,0.0,Q1.본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오(600자)보기,"{'기업성': ['꼼꼼한 관리', '설비 건전성 확보'], '태도': ['일에 대한 꼼꼼함', '계획 세우기', '기한 준수 의지'], '핵심경험': ['로봇청소기 제작', '자율주행 코딩식 시범주행', '모터쉴드 문제 해결', '계획서 작성 및 시간 분배']}","Q2.현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오(600자)보기","{'기업성': ['도전적 실행', '최고가 되려는 마음가짐', '높은 목표 설정'], '태도': ['주저하지 않고 도전하는 자세', '작은 일에도 최선을 다하는 목표 의식', '일에 대한 긍정적 태도'], '핵심경험': ['고등학교 3학년 성적 향상', '전교 1등 목표 설정', '교과서 반복 학습', '지망 대학 지원 성공']}"
259,현대제철,서울4년,기계공학,2023년 상반기,신입,엔지니어링,4.15,"{'토익': 865, '오픽': 'IH'}",2.0,1.0,0.0,0.0,Q1.※ 자기소개서 기재시 아래쪽으로 한칸 이상 공백 금지 본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오.보기,"{'기업성': ['체계적 습관으로 배움의 깊이 증진', '전공 전문성 드높임', '문제 다각도로 분석'], '태도': ['남다른 배움의 자세', '배움에 즐거운 자세', '지나친 완결 지향성', '객관적 중요성 고려'], '핵심경험': ['매일 30분 배운 것 복습', '원리 중심의 공부 지향', '수치해석 과목에서 Newton Raphson 적용', '진동학 과목에서 MATLAB 코드 탐구']}","Q2.현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오.보기","{'기업성': ['변화와 혁신을 주도하는 인재', '자랑스러운 현대제철의 일원'], '태도': ['도전적인 삶의 자세', '자신감', '협업 의지', '새로운 환경 극복'], '핵심경험': ['리투아니아 KTU에서의 교환학생 경험', 'Broken English 구사', '기숙사에서 친구들과 대화', 'Machine elements 강의 멘토링', '응력 작용 메커니즘 및 Reducer 조립 표준 교육', 'Measurements 수업 영어 발표']}"
260,현대제철,지방4년,기계공학,2023년 상반기,신입,생산관리/품질관리,3.64,"{'토익': 845, '오픽': 'IM2'}",2.0,4.0,0.0,1.0,Q1.본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오.보기,"{'기업성': ['꼼꼼함', '검토의 중요성', '업무의 완성도'], '태도': ['사소한 실수 방지', '업무의 우선순위 정리', '효율적인 업무 수행'], '핵심경험': ['소형/모듈화 복합 시험기 개발', '측정 정확도 42% 개선', '주름 구조 형상의 부품 추가 설치', '샘플 밀림 현상 방지']}","Q2.현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오.보기","{'기업성': ['변화하는 생산 트렌드에 맞춘 지속적인 학습', '도전적인 시도', '수율 안정화 기여'], '태도': ['도전 정신', '문제 해결 의지', '협업을 통한 개선 추구'], '핵심경험': ['새로운 가열 방식 도입', '71.8% 개선된 투과율 도출', '전극의 면저항 균일성 6% 미만 개선', '최우수 논문상 수상']}"
261,현대제철,수도권4년,신소재 공학,2022년 하반기,신입,연구개발,3.65,{'오픽': 'IH'},0.0,1.0,0.0,1.0,"Q1.본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['연구·생산·품질 등 다양한 부서의 협업 필요성', 'Field Claim에 신속하게 대응하는 능력', '안정적인 공정 운영 기여'], '태도': ['친화력으로 상대방의 벽을 허무는 자세', '상대방의 성향을 파악하여 완급 조절하는 노력', '어려움 극복을 위한 자신감 있는 소통'], '핵심경험': ['1년간 중국 유학 경험', '중국 친구들과의 바디랭귀지 소통', 'K-POP 노래 가르치기 및 한국 음식 만들기']}","Q2.현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['소통과 협력 중시', '기술 노하우 공유', '현장과의 협업 중요성'], '태도': ['유연한 커뮤니케이션 역량', '문제 해결 의지', '다양한 시각으로 접근'], '핵심경험': ['P사 연구에서 강관 내구성 평가 방안 고안', '인장 시험 진행', '현장직과 협업하여 대체 시험 방안 조언 받음', 'Solidworks 활용한 가상 시험 아이디어 도출', '실제 시편의 크기·두께·하중점 측정하여 유사 조건 구현', '16개의 시험 데이터 확보하여 최소 내구성 기준 검증']}"
262,현대제철,수도권4년,경제학과,2022년 상반기,신입,금융/재무,3.62,"{'토익': 840, '오픽': 'IH'}",3.0,0.0,3.0,0.0,"Q1.본인 성격의 장단점을 자신의 성장 과정과 경험을 기반으로 서술하여 주십시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['소통 능력 중시', '조직의 경직된 분위기 이해', '공통의 목표 달성 중요성'], '태도': ['외향성의 긍정적 부분 유지', '조급하지 않은 관계 형성 노력', '상대방의 마음을 얻으려는 태도'], '핵심경험': ['대내외 활동 참여', '멘토링 경험', '인턴 경험']}","Q2.현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['협의와 협력을 중시하는 조직 문화', '신속한 업무 처리와 정확한 결과 도출을 중요시하는 인재상'], '태도': ['적극적인 대화로 의견 조율', '협업을 통한 목표 달성의 중요성 인식', '상호 존중과 효율적인 업무 진행 의지'], '핵심경험': ['인턴 팀원과의 의견 충돌 해결', '업무 진행 방식 협의 및 전략 마련', '신속성과 정확성을 조화롭게 활용한 업무 수행', '최종 검수를 통한 시간 절약 경험']}"
263,현대제철,서울4년,경영학부,2021년 상반기,신입,인사/총무,3.5,{'토스': 'Level6'},14.0,11.0,0.0,0.0,"Q1.본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['문제 해결 능력 중시', '정량적 데이터 분석 중요성 강조', '의사결정 시 규정 및 법령 준수 필요성 인식'], '태도': ['끊임없는 개선 의지', '저자세에서 정자세로의 변화 추구', '상대방의 의견 조율 및 설득 능력 강화'], '핵심경험': ['3년간 프리랜서 영업 경험', '문제 해결 방향 명확히 이해하여 설득한 경험', '분쟁 리스크 예방을 위한 의사결정 경험']}","Q2.현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['도전적 실행 역량', '장기적인 안목', '파급효과 예측 기획력', '효율적인 인력관리 수립 계획'], '태도': ['현장 근무자 목소리 청취', '최고의 성과를 내고 만족할 수 있는 환경 구축', '협업 범위 조율', '주도적인 컨텐츠 생산'], '핵심경험': ['OOOO재단 홍보대사 활동', '업무 분장 로테이션 Rule 건의', '활동 보고 대회 커뮤니케이션 부문 우수상 수상']}"
264,현대제철,대학원,기계공학과,2021년 하반기,신입,엔지니어링,4.26,"{'토익': 765, '오픽': 'IM2'}",0.0,1.0,0.0,0.0,"Q1.본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['소심함 극복', '자신감 향상', '창의적 문제 해결'], '태도': ['능동적인 자세', '꼼꼼한 성격', '고객 소통 중시'], '핵심경험': ['컵과일 판매 창업', '시장 조사 경험', '전단지 디자인 및 SNS 게시글 창작', '재고 확인 및 출수입 정리', '주간 단위 피드백 및 개선']}","Q2.현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오. (최소 100자, 최대 600자 입력가능)보기","{'기업성': ['도전적 실행', '문제 해결 능력', '효율성 개선'], '태도': ['개선 의지', '노력의 필요성 인식', '자기 주도적 학습'], '핵심경험': ['기관지 호흡 전산유체해석 연구 참여', '전처리 코드 개발', '3차원 기관지 형상 생성', 'Fortran 프로그래밍을 통한 자동 생성 코드 개발', '전처리 시간 단축']}"
265,현대제철,지방4년,신소재 공학,2021년 하반기,신입,엔지니어링,3.7,{'토스': 'Level7'},0.0,0.0,0.0,0.0,Q1.성격 장단점보기,"{'기업성': ['함께하고 싶은 동료', '적응력', '사회 생활력'], '태도': ['배려하는 마음', '고객 중심', '팀워크 중시', '대화의 부드러움 추구'], '핵심경험': ['중고등학교 회장, 부회장 경험', '다양한 아르바이트 경험', '논술과 토론 학원 수강', '연애에서의 대화 경험']}",Q2.본인의 가치에 현대제철이 부합하는 이유보기,"{'기업성': ['뿌리가 튼튼한 회사', '기술을 선도하는 회사', '기업의 역사가 깊은 대기업', '세계 최고의 자동차 소재 전문 제철소', '글로벌 철강사인 현대제철'], '태도': ['팀과 함께할 때 빛나는 사람', '소통을 통한 시너지 창출', '혼자보다 함께 목표를 향한 도전 선호', '선배님들에게 배우고 회사에 기여할 의지'], '핵심경험': ['학교 프로젝트', '아르바이트', '축구 취미 활동']}"
266,엘지이노텍,대학원,유기나노시스템공학과,2022년 하반기,신입,엔지니어링,4.5,{'오픽': 'IM1'},1.0,1.0,0.0,0.0,Q1.'LG이노텍'을 선택하신 이유를 구체적으로 기술해주십시오.보기,"{'기업성': ['미래지향적인 세계 탑 기업', '카메라 모듈, 차량 전장부품 사업 영역', '글로벌 기업', '광학 솔루션, 기판소재 관련 연구', '높은 수준의 연구개발비 투자', '안정적인 기업', '높은 영업이익', '미래 성장 동력 확보'], '태도': ['사회에 헌신하는 연구자 지향', '보다 나은 미래 창출 의지', '글로벌 시장의 최전방에 앞장서는 인재 지향'], '핵심경험': []}","Q2.수행 업무 및 프로젝트를 중심으로 경력 사항을 상세히 기술하시오. (신입의 경우, 재학 중 관심 있게 들었던 수업이나, 외부 활동에 대해 기술)보기","{'기업성': ['친환경 고분자 소재에 대한 이해', 'LG이노텍에 필요한 연구원으로 성장 의지'], '태도': ['물성 고도화 전략 수립', '협업을 통한 연구 성과 도출', '조직 기여 의지'], '핵심경험': ['PLA/PBAT/나노입자 복합화 연구', '압출기를 활용한 고분자 칩 제조', 'Hot-pressing 방식으로 필름 성형', 'XRD, DSC, SEM, UV-Vis, UTM, DMA, TGA 등 장비 사용', '파일럿 테스트를 통한 계면 안정성 및 유변물성 고찰', '셀룰로오스/CNT 필름의 가스센서 성능 향상 연구', 'AFM을 통한 표면 거칠기 확인', 'Raman 분석을 통한 도핑효과 확인', 'saturation test를 통한 전자이동에 의한 센싱 메커니즘 제안']}"
267,엘지이노텍,지방4년,분자생명공학전공,2022년 상반기,신입,엔지니어링,3.28,{'오픽': 'IH'},2.0,0.0,0.0,0.0,Q1.왜 ‘LG이노텍’을 선택하여 지원했는지와 일하고 싶은 분야 및 이유를 기술하시오.보기,"{'기업성': ['오랜 기간 많은 국민과 사용자들에게 신뢰를 받아온 LG', '높은 품질의 제품을 만들어 온 LG', '자율주행차량과 전기차의 전장부품 개발 및 납품', '미래에도 건실하고 자부심을 가질 기업'], '태도': ['동료들을 지키기 위한 행동', '위험으로부터 보호하는 직무에 대한 이해', '동료들과 기업을 지탱하는 버팀목이 되고자 하는 의지'], '핵심경험': []}","Q2.입사 후 이루고 싶은 성과나 꿈은 무엇이며, 이것이 자신의 삶에서 어떤 의미가 있는지에 대해 기술하시오.보기","{'기업성': ['직원들의 안전한 근무 환경 조성', '워크 라이프 밸런스 중시'], '태도': ['동료의 건강과 안전을 우선시하는 가치관', '모든 업무의 능률적 운영을 통한 워라밸 유지 의지'], '핵심경험': ['건강 관리의 중요성 인식', '안전한 직장 환경 조성을 위한 목표 설정']}"
268,엘지이노텍,서울4년,자동차IT융합학과,2021년 하반기,신입,엔지니어링,3.69,"{'토익': 860, '토스': 'Level6'}",0.0,2.0,1.0,0.0,Q1.'LG이노텍'과 '지원 분야'를 선택하신 이유를 구체적으로 기술해주십시오.(500자)보기,"{'기업성': ['개발자들의 역량과 열정', 'GM의 품질 우수상 수상', '전장부품의 완벽한 품질', '글로벌 No.1 부품 기업 비전'], '태도': ['안전 책임 의지', '신뢰성 구축 중요성 인식', '선배들과의 협업 의지', '성취감 추구'], '핵심경험': ['센서/앱 기반 버스 SMART 창문 프로젝트 참여', '임베디드 SW 활용 모터 제어 설계 및 검증', '창문 자동 개폐시스템 개발']}","Q2.지원 분야를 위해 '노력한 내용(전공, 직무경험 등)'과 이를 통해 '확보된 역량'을 구체적으로 기술해주십시오.(1000자)보기","{'기업성': ['전장 SW 직무에 필요한 C언어 활용 능력', '자동차 기능 안전 규격 지식', 'ISO26262 지식', 'V-Cycle 이해', 'AUTOSAR 학습'], '태도': ['문제 해결 의지', '요구 사항 기반 SW 설계 역량', '표준 프로세스 준수 의지', '품질 확보 기여 의지'], '핵심경험': ['ICT 공모전 참가', '센서/앱 기반 버스용 스마트 창문 설계', '모터 제어로직 설계', 'PWM 제어 적용', '앱 제어로직 수정', '타이머 함수 작성', '공모전에서 3등 우수상 수상', '차량용 소프트웨어 엔지니어링 과목 수강', '차량 ECU 기능 안전 검증 경험', '제어기 개발 역량 강화']}"
269,롯데케미칼,서울4년,자동차IT융합학과,2022년 하반기,신입,엔지니어링,3.45,{'오픽': 'IH'},2.0,1.0,0.0,0.0,"Q1.석유화학업계의 향후 트렌드를 조망하고, 롯데케미칼이 이러한 변화를 선도하기 위해 본인이 입사 후에 어떻게 회사에 기여하고 싶으신지, 본인의 강점 등 구체적 근거를 포함해 기술해 주세요.보기","{'기업성': ['롯데그룹의 전기차 소재 부문 진출', '전기차 사업의 상승세', '롯데케미칼의 2차 전지 연구 지속', '동박 확보 및 전지 소재 솔루션 확대', '글로벌 배터리 소재 선도기업 성장'], '태도': ['전문지식과 꼼꼼함, 유연한 대처의 중요성 인식', '공장 프로세스에 차질을 빚지 않도록 노력', '장점 향상 및 부족한 점 보완 의지'], '핵심경험': ['기계요소 설계 및 자동제어 학습', '전기기사 자격증 취득', '자동차 재료학 수업을 통한 금속 물리적 화학 성질 이해', '섬유 실험실 보조 아르바이트 경험', '매뉴얼에 따른 실험 진행 및 기계 고장 자가 진단 경험']}",Q2.지금의 나를 있게 한 가장 중요한 사건에 대해 구체적으로 기술해주세요.보기,"{'기업성': ['멘토의 존재감', '긍정적인 사고', '역사 과목에 대한 흥미'], '태도': ['융통성 부족 극복', '열정적인 자세', '유연한 사고', '긍정적인 삶의 태도'], '핵심경험': ['역사 선생님과의 수업', '한국사 시험 준비', '모의고사 활용', '과민성대장증후군 극복']}"
270,롯데케미칼,고졸,토스 Level4,2022년 하반기,신입,생산관리/품질관리,0.0,{},0.0,0.0,0.0,0.0,Q1.지원동기 500자보기,"{'기업성': ['국내 화학사 1위의 에틸렌 생산량', '독보적인 경쟁력', '3대 석유화학 회사로 입지 확고', '지속 가능 경영', '글로벌 TOP 7 화학회사 비전'], '태도': ['목표 달성을 위한 최선의 노력', '체크 리스트 활용한 목표 설정', '끊임없는 도전 정신', '사고 없이 공정 운전'], '핵심경험': ['고교 재학 중 학습한 직무 지식', '현장 경험', '실무 지식 쌓기']}",Q2.성장과정 300자보기,"{'기업성': ['안전의 중요성 인식', '정확한 지식 기반의 업무 수행'], '태도': ['질문을 통한 학습 자세', '선배에게 조언 구하기', '업무 노트 기록 및 실무 적용 의지'], '핵심경험': ['선생님께 질문하여 지식 습득', '다양한 실습 참여', '안전 관련 사항 지속적 공부']}"
271,롯데케미칼,수도권4년,전자공학과,2022년 하반기,신입,생산/제조,3.4,{'오픽': 'IH'},2.0,0.0,0.0,0.0,"Q1.석유화학업계의 향후 트렌드를 조망하고, 롯데케미칼이 이러한 변화를 선도하기 위해 본인이 입사 후에 어떻게 회사에 기여하고 싶으신지, 본인의 강점 등 구체적 근거를 포함해 기술해 주세요.보기","{'기업성': ['석유화학업계의 친환경 트렌드', '정부의 2050 넷제로 선언', '롯데케미칼의 SAP 기반 GEMS 구축', '롯데케미칼의 GREEN PROMISE 2030 선언', '환경경영 확대'], '태도': ['전기 엔지니어로서의 기초 지식 중요성 인식', '전체적인 계통에 대한 이해 필요성 인식', '친환경 경영에 걸맞는 엔지니어 되기 위한 노력', '고효율의 설비 도입 및 신재생에너지 사용에 대한 의지'], '핵심경험': [""OOOOO 교육원 '초급 계통운영반' 수강"", '전력계통 현황, 전력수급계획, 운영발전계획 수립에 대한 학습', 'OOOO에서 온실가스 감축 사업 관리자 양성교육 수료', 'OOOOO에서 에너지 신산업 특강 수료']}",Q2.지금의 나를 있게 한 가장 중요한 사건에 대해 구체적으로 기술해주세요.보기,"{'기업성': ['목표와 노력의 중요성 인식', '지속적인 자기계발 추구', '후회 없는 선택을 위한 노력'], '태도': ['자기 반성 및 성장 의지', '도전 정신', '배우는 즐거움에 대한 긍정적 태도'], '핵심경험': ['건설현장에서 아르바이트', '영어 공부에 대한 대화', '수능 준비를 위한 자퇴', '밤낮으로 공부하여 현재 학교 입학']}"
272,롯데케미칼,서울4년,경영학부,2021년 하반기,신입,인사/총무,3.5,{'토스': 'Level6'},14.0,11.0,0.0,0.0,"Q1.석유화학업계의 향후 트렌드를 조망하고, 롯데케미칼이 이러한 변화를 선도하기 위해 본인이 입사 후에 어떻게 회사에 기여하고 싶으신지, 본인의 강점 등 구체적 근거를 포함해 기술해 주세요.*보기","{'기업성': ['석유화학산업 트렌드 분석', '증설과 수요 둔화 이슈 인식', '사업 다각화를 통한 고부가가치 시장 진입 필요성 강조'], '태도': ['중/장기 노사관계 방향성 수립 의지', '협력적 노사관계 구축을 위한 커뮤니케이션 중시', '합리적인 노사 문화 형성에 대한 기여 의지'], '핵심경험': ['노동법 교육 수강(17시간)', '조직문화 컨텐츠 개발 경험 보유']}",Q2.지금의 나를 있게 한 가장 중요한 사건에 대해 구체적으로 기술해주세요.*보기,"{'기업성': ['빅데이터·AI 분야의 전문성', '자율주행차 제작 경험', '경진대회 참여'], '태도': ['공정한 경쟁 중시', '실력 향상 우선', '팀원 역할 분담 및 협업 강조'], '핵심경험': ['OOOO대학교 빅데이터·AI 스폐셜리스트 양성 교육 수강', '자율주행차 제작 경진대회 준비', '부품 조달 문제 해결을 위한 프로그래밍 코드 제안', 'AI 구현 성과로 우수상 수상']}"
273,롯데케미칼,지방4년,수학과,2022년 상반기,신입,기획/경영,3.27,{},2.0,0.0,0.0,0.0,Q1.지원동기 및 성장과장보기,"{'기업성': ['사무행정 지원의 현장 지원 분야의 전문가로 성장하고자 하는 의지', '롯데케미칼의 사무행정 직무에 지원'], '태도': ['수학 및 데이터의 활용에 대한 이해', '최적의 조화를 이루고자 하는 노력', '신용분석 지원 및 개발에 대한 목표', '항상 최선을 다하겠다는 다짐'], '핵심경험': ['대학전공인 컴퓨터공학과 수학의 기본기 활용', '끊임없이 배우고 노력하는 자세']}",Q2.주요 근무활동 (혹은 성취경험)보기,"{'기업성': ['목표 지향적', '성실한 노력', '도전 정신'], '태도': ['최선을 다하는 자세', '후회 없는 삶', '꾸준한 노력'], '핵심경험': ['학업과 아르바이트 병행', '4년제 편입 목표', '학점은행 진학', '수학과 편입', '재수강 계획 수립', '밤 새 공부']}"
274,롯데케미칼,지방4년,수학과,2021년 하반기,신입,영업/제휴,3.27,{},2.0,0.0,0.0,0.0,"Q1.석유화학업계의 향후 트렌드를 조망하고, 롯데케미칼이 이러한 변화를 선도하기 위해 본인이 입사 후에 어떻게 회사에 기여하고 싶으신지, 본인의 강점 등 구체적 근거를 포함해 기술해 주세요.보기","{'기업성': ['영업관리 직무에 대한 학습과 수행 의지', '고객의 욕구 충족을 위한 우수한 성과 추구', '롯데케미칼 영업관리 직무의 전문가로 성장'], '태도': ['동료들에게 인정받고 생산성 있는 방향 제시', '약점을 강점으로 보완하려는 노력', '최선을 다하는 마음으로 배우고 노력하는 자세', '두려움 없이 배우고 도전하는 자세'], '핵심경험': ['실전 업무 적용과 데이터 수집의 어려움 극복', '올바른 기본기 습득을 위한 노력']}",Q2.지금의 나를 있게 한 가장 중요한 사건에 대해 구체적으로 기술해주세요.보기,"{'기업성': ['목표 지향적', '성실한 과정 중시', '노력과 도전 정신'], '태도': ['최선을 다하는 자세', '후회 없는 삶 추구', '꾸준한 노력과 성실함'], '핵심경험': ['학업과 아르바이트 병행', '4년제 편입 목표 설정', '학점은행 진학 및 편입 준비', '재수강 계획 수립 및 부족한 학점 보완', '밤새 공부하여 수업 따라가기']}"
