기업명,직무명,담당업무,필요역량
LG전자,서비스/고객지원,"고객 상담, 인바운드 상담 업무","고등학교 졸업 이상, 남자인 경우 군필 또는 병역 면제자, 해외여행 결격 사유 없음, 인바운드 고객 상담 경력, 가전제품 판매 경력 또는 높은 이해도, 긍정적인 마인드, 기본적인 컴퓨터 활용 가능"
LG전자,서비스/고객지원,"고객 문의 응대, 서비스 접수, 고객 요구사항 청취 및 전달, 제품 관련 문의 답변","고등학교 졸업 이상, 남자인 경우 군필 또는 병역 면제자, 해외여행 결격 사유 없음, 장애인 및 보훈대상자 우대, 원활한 커뮤니케이션 능력, 긍정적인 태도와 인내심, 스트레스 관리 능력"
LG전자,연구개발,"컴프의 기구부 및 베어링 설계 및 신뢰성 검증, 터보 컴프의 압축부 설계 및 냉각/배관 유로 해석, 컴프 성능 해석을 통한 제품 부하 매칭 및 최적 설계 업무","학사 이상 학위 소지자, 관련 직무 경력 3년 이상 7년 이하 보유자, 열유체 해석 및 터보 컴프 압축부 관련 지식, 무급유 터보 컴프 개발 또는 유사 관련 경험자, 응용 제품 개발 및 부하 매칭 경험자, 기구부 구조 설계 및 해석 역량 보유자, 설계 경험 및 역량 보유자, 베어링 설계 및 해석 역량 보유자, 로터 다이나믹스 설계/해석 역량 보유자, 프로그래밍 또는 관련 경험 및 역량 보유자"
LG전자,개발,"냉장고 목표 성능을 달성할 수 있는 제품 개발, 냉장고 구조 설계, 냉장고 성능 평가 및 개선, 신제품 개발 및 기존 제품의 성능 향상, 제품 품질 관리","학사 이상의 학위, 군필자 또는 면제자, 기계공학 또는 관련 학과 전공자, 기구 및 구동기 설계 경험 3년 이상 7년 이하, 유동 해석 및 유로 설계 경험자, 461% 사용 가능자"
LG전자,기획/경영,"신모델 또는 신기술의 안전 규격 적합성 검증 및 인증 취득, 신모델의 에너지 규제 분석 및 성능 인증 취득, 글로벌 신규 규제 또는 변경 규제의 적합성 검증 및 인증 취득, 각국의 규제 담당 기관에서 제정하는 규제/규격에 대한 참여","이공계열 전공, 관련 직무 경력 3년 이상 7년 이하, 전기제품 안전 규격(160 60335) 1.2부 규격에 대한 이해 및 해석 가능, 키친솔루션 제품에 대한 규격 시험 및 글로벌 인증 경험, 키친솔루션 제품에 대한 시험 경험, 커뮤니케이션 역량, 유연한 사고, 자기주도적 역량 보유, 어학(영어) 역량"
LG전자,개발,"식기세척기 기구 설계 및 성능 개발, 개발 진행 및 각 이슈사항 관리, 식기세척기 양산 및 원가개선 업무","학사 이상의 학위, 기계공학계열 전공, 기계 및 구조 설계 관련 실무 경험 3년 이상 7년 이하, 기구 및 구조 설계 관련 전공자 우대, 식기세척기 제품 이해, 도면 작성 및 이해 능력, 원가 업무 및 협력사/생산 관련 경험, 취업 보호 대상자 우대"
LG전자,서비스/고객지원,"단체급식 관리, 위생 및 안전 관리","관련 분야 학위 소지자, 단체급식 또는 급식 관리 경험, 팀워크 및 커뮤니케이션 능력, 관련 자격증 소지자, 대규모 급식 운영 경험, 외국어 능력"
LG전자,기획/경영,"고객 요구사항 기반 차세대 시스템 설계 및 구축, 비즈니스 개선을 위한 시스템 구축 및 컨설팅","관련 유경험자, 신기술 습득 열정, 사업 제안 경험"
LG전자,연구개발,"딥러닝 관련 경력 5년 이상의 엔지니어, C++, Python 프로그래밍 언어 능숙, 관련 프레임워크 사용 경험","컴퓨터공학 또는 전자공학 관련 학위 소지, 해당 분야 석사 이상, 해외여행 결격사유 없음, 기존 모델 및 알고리즘 성능 개선 경험, 딥러닝 관련 경력 5년 이상, 학습 데이터 구성 및 평가 경험, 관련 논문 학습 및 오픈소스 테스트 경험"
LG전자,기획/경영,"커머스를 최적의 상태로 유지 보수, 전략적 계획과 체계적 접근으로 커머스 기능과 성능 업그레이드, 혁신적인 기술 도입으로 고객이 최신 트렌드를 경험할 수 있도록 지원, 서비스 프로덕트를 출시하고 운영, 고객 만족을 위해 과제와 목표를 자발적/의욕적으로 설정하고, 이를 달성하기 위한 전략과 로드맵 및 세부 정책 설계, 프로덕트의 라이프 사이클 관리 및 소비자 관점에서 분석, 데이터 분석 기반의 문제 해결 방안 수립, 프로젝트 일정 및 리소스 관리","커머스 및 다양한 플랫폼 프로젝트 경력, LG전자 대표사이트 이해를 바탕으로 프로젝트 업무 정의 및 리딩 가능, 논리적 커뮤니케이션 및 문제 해결 능력, 기술적 우위를 가지고 유관 부서 간 협업 가능, 커머스 서비스를 런칭하고 성공 경력을 보유한 자, 국내 홈쇼핑사 재직 경험, 100억 이상 대형 플랫폼 구축/운영 경험"
LG전자,엔지니어링,"팬, 유로, 팬 모듈 설계 및 개발, 팬 성능 곡선 예측, 유동 손실 분석, 팬 모듈 성능 평가 및 품질 개선, 해석 기술 개발 및 가이드 작성","학사 이상, 기계 공학 계열 전공, 팬 및 유로 관련 성능 해석 능력, 문제 해결 능력, 양산화 개발 및 품질 개선 경험, 해외여행 결격사유 없음, 공조용/상업용 팬 설계 및 개발 유경험자, 비즈니스 영어 또는 일본어/중국어 가능자"
LG전자,엔지니어링,"세탁기 사업담당 개발 업무, 생활가전 완제품 포장 개발, 액세서리 및 부품 포장 개발, 포장 및 물류 비용 절감 원가 개선, 포장 품질 개선, 친환경 소재 및 포장 기술 개발","학사 이상, 기계 관련 전공, 관련 직무 3년 이상 7년 이하 경력, 부품/제품 개발 프로세스 경험, 지기 구조 및 펄프 몰드 활용 포장 개발 실무 경험, 제품 설계 업무 경험, 포장/유통 품질 평가 경험, CAD 프로그램 능숙, 기구 설계 및 디자인 프로그램 사용 경험, 제품의 강성 평가 측정 경험, 완충재 품질 평가 경험"
LG전자,"교육, 영업/제휴",해외 아프리카 근무,"전공 무관, 신입 및 경력 가능, 생명과학 관련 전공자 우대, 관련 경력자 우대"
LG전자,엔지니어링,"서비스 운영 및 시스템 유지보수 관리, 광고 서비스 운영 및 플랫폼 시스템 운영 관리, 자사에서 기획된 서비스의 운영 및 개발 유지보수 관리","해당 분야 경력 3년 이상, 학사 이상 학위 보유, 해외여행에 결격사유가 없는 인원, 서비스 기획 및 운영 경험 5년 이상, 서비스 런칭 경험, 서비스 라이프사이클 담당 경험, 원활한 커뮤니케이션 경험, 광고 비즈니스 서비스 및 플랫폼 운영 경험"
LG전자,기획/경영,"해당 분야 경력 3년 이상, 학사 이상 학위 보유, 해외여행 결격사유 없음","군필 또는 면제자, 서류전형, 인적성검사, 1차 면접, 평판조회, 2차 면접"
LG전자,기획/경영,"글로벌 플랫폼에서 콘텐츠/서비스 파트너십 기획 및 사업화, 신규 콘텐츠 조사, 제휴 협상 및 계약 체결, 서비스 기획 및 마케팅 협업","해당 분야 경력 3년 이상, 학사 이상 학위 보유, 해외여행 결격사유 없음, 비즈니스 영어 구사 능력, 해외 기업과의 파트너십 및 계약 협상 경험, 시장 분석 및 사업 기획 경험, 온라인 미디어 트렌드에 대한 이해"
LG전자,기획/경영,"L6채널의 지역 협업 및 컨텐츠 다양화, 지역 전략 및 컨텐츠 전략 기획, 고객 선호 컨텐츠 발굴 및 계약 논의, 다양한 파트너와의 커뮤니케이션, 채널 관리 및 큐레이션","해당 분야 경력 3년 이상, 학사 이상 학위 보유, 해외여행 결격사유 없음, 유연한 커뮤니케이션 스킬, 다양한 파트너와 협업 가능"
LG전자,영업/제휴,"광고 사업 파트너십 전략 수립 및 파트너십 확대 관리, 사업 전략과 연계한 광고 사업 전략 및 파트너 개발 발굴, 광고 세일즈 활성화를 위한 광고 파트너십 전략 수립, 운영 업체 및 다양한 광고 파트너와의 커뮤니케이션, 파트너 발굴, 계약 등 파트너십 관리 업무 수행","해당 분야 경력 3년 이상, 학사 이상 학위 보유, 해외여행에 결격사유가 없는 인원, 광고 서비스 운영 경험, 파트너와의 다양한 커뮤니케이션 수행 가능, 사업 전략과 연계된 문서 전략 수립 경험, 광고 업계 근무 경험 보유자, 유연한 커뮤니케이션 스킬 보유, 포괄적인 시야를 가지고 다양한 파트너사와 커뮤니케이션 가능"
LG전자,영업/제휴,"프로젝트 수와 금액 평가, 고객과의 소통, 설계 변경 및 원가 절감 노력, 프로젝트 원가 분석, 리스크 헤징, 고객 클레임 평가, 프로젝트 수행 계획서 작성, 고객사 협의, 일정 관리, 기성 관리","학사 이상 학위 보유, 결격사유 없는 해외여행 가능, 기계/전기/정보통신/솔루션 관련 전문 기술, 관련 자격증 보유, 대형 통합 프로젝트 수행 경험, 현장 관리 경험, 외국인 고객사 프로젝트 관리 경험, 영어 토익 스피킹 4~5 이상"
LG전자,영업/제휴,"에티오피아 현지 프로젝트 운영, 대한민국 대사관 및 수행 기관과의 커뮤니케이션 및 업무 추진, 현지 진출 국내/해외 기관들과의 업무 협업체계 구축, 직업학교에 관련 자원 투입, 지점 지원, 여자야구단 운영 및 관리","국제개발 업무 경험, 영어 필수, 에티오피아 현지어 가능자 우대, 아프리카 생활에 적응 가능, 봉사활동 경험, 체육활동을 좋아하는 분"
LG전자,개발,"광고 서버 플랫폼 간 서버 및 백엔드 서버 개발, 대용량 트랜잭션 및 데이터 처리를 위한 분산 서버 구성 설계, 안정적이고 효율적인 데이터 처리를 위한 플랫폼 설계 및 구현, 기능 설계 및 서비스 기능 통합 설계, 서버 간 적정성 분석 및 평가","해당 분야 경력 3년 이상, 학사 이상 학위 보유, 해외여행에 결격사유가 없는 인원, 서버 클라우드 개발 역량, 서비스 및 기능 이해 및 실무 적용 경력, 데이터 전처리 및 파이프라인 구축 경력, 각종 데이터베이스 능숙 사용 경력, 서버 플랫폼 개발 언어 및 관련 프레임워크 활용 개발 경험, 프레임워크 기반 웹 서비스나 API 개발 경험, 영어 의사소통 원활, 컴퓨터 전공 학사 학력 및 관련 경력 3년 이상"
LG전자,엔지니어링,시스템 에어컨 기구 설계 및 설계,"학사 이상, 기계공학 및 기구 설계 관련 전공, 냉난방 사이클 및 구조 설계 경력 3년 이상 7년 이하, 냉동공조 핵심부품 이해, 기술 개발 및 품질 보증을 위한 구조/안전 설계 역량, 에어컨 냉동공조 사이클 설계 관련 제품 개발 실무 경험, 구조 및 소음, 진동 설계 경험, 기구 설계 관련 자격증, 비즈니스 영어 또는 중국어 가능"
LG전자,마케팅/시장조사,"채용 브랜드 관리, 유튜브 채널 운영 및 콘텐츠 기획/제작, 인재 확보 및 채용 관련 행사 기획과 운영, 디자인물 제작, 채용 운영 지원","인사 분야 관심, 창의성과 예리함, 디자인 툴 사용 능력, 마케팅 이해도, 데이터 분석 능력"
LG전자,기획/경영,,
LG전자,법률/법무,"법무 예약 검토, 법무 자문, 분쟁 관리 및 기타 업무","2023년 10월 기준 국내 로스쿨 졸업 예정자 또는 졸업자, 인턴십 경험이 있는 자, 영어 및 외국어 능통자 우대, 3급 이상 자격증 소지자 우대"
LG전자,기획/경영,,
LG전자,기획/경영,,
LG전자,엔지니어링,"개발, 빅데이터, 설계, 제어설계, 양산관리","2025년 2월 졸업예정자 또는 기졸업자, 군필자 또는 면제자, 해외 여행 결격사유 없음, 보호 대상자 우대, 어학 성적 제출"
LG전자,기획/경영,,
LG전자,기획/경영,,
LG전자,기획/경영,,
LG전자,서비스/고객지원,"LG전자 가전 구독/케어십 제품 대상 계약 관련 상담 업무, 계약 관련 상담(영업, 요금 납부, 결제 정보 변경 등 고객 문의), 홈페이지를 통한 문의(구독 구매, 구독 계약 상담) 업무 진행","고등학교 졸업 이상 학력 소지자, 남자인 경우 군필 또는 병역 면제자, 해외여행 결격 사유가 없는 자, 인바운드 고객 상담 업무(콜센터) 경력, 가전제품 판매 경력 또는 가전제품에 대한 높은 이해도, 긍정적인 마인드를 가진 비대면 고객 상담 업무에 두려움 없는 분, 기본적인 엑셀 활용 가능"
LG전자,서비스/고객지원,"LG전자 가전 구독/케어십 제품 대상 계약 관련 상담 업무, 고객 문의 응대, 홈페이지를 통한 문의 업무 진행","고등학교 졸업 이상, 남자인 경우 군필 또는 병역 면제자, 해외여행 결격 사유가 없는 자, 인바운드 고객 상담 업무 경력, 가전제품 판매 경력 또는 이해도, 긍정적인 마인드, 기본적인 컴퓨터 활용 가능"
LG전자,교육,"인턴사원으로서 양자기술 분야의 실무 경험, 기업 내 다양한 부서에서의 업무 지원","대한민국 국적, 만 19세 이상 34세 이하, 국내 양자기술 및 관련학과 전공자, 전일제 근무 가능, 미취업 상태"
LG전자,인사/총무,"외부 인재 발굴 및 영입, 서비스와 솔루션 고도화, 인재 확보 및 채용 운영 지원, 인사기획 및 사원 인사 업무 지원","4년제 대학 학부 3학년 이하, 군필자 또는 면제자, 데이터 분석 능력 및 경험, 관련 소프트웨어 활용 능력"
LG전자,생산/제조,"불량 발견 및 예방, 조직 아이디어와 경쟁력 창출, 리눅스 기반 보드 및 펌웨어 개발, 리눅스 디바이스 드라이버 개발, 보드 개발 및 관련 로직 개발","학사/석사 또는 동등한 자격, 군필자 또는 면제자, 임베디드 리눅스 시스템 개발 경험, 회로 설계 경험, 개발 역량"
LG전자,기획/경영,"내재화 프로그램 기획 및 운영, 소통 및 조직문화 활성화 프로그램 기획 및 운영 지원, 창의적인 아이디어 제안 및 운영, 사내 프로그램 기획 및 운영","1년 동안 인턴십 활동 가능 대학생(4년제 대학교 3학년 재학생), 시각 디자인 툴 활용 능력, 다양한 홍보 콘텐츠 기획 및 제작 경험, 소통에 어려움이 없고 책임감과 열정이 있는 분, 인턴 및 대외활동 경험"
LG전자,기획/경영,,
LG전자,기획/경영,"전자 글로벌 자산 정리 및 분류, 정보 체계 기반 자산화, 데이터 분석 및 기타 업무 지원","전공 무관, 6개월 이상 근무 가능자 우대, 솔루션 사용 경험 우대, 주 5일/일 8시간 풀타임 근무 가능자 우대, 엑셀 활용 능력 우수자 우대"
LG전자,생산/제조,전자제품 생산,"고등학교 졸업 이상, 해외여행에 결격사유가 없는 자, 남자의 경우 군필 혹은 면제자, 전자/전기/컴퓨터 관련 전공자 및 자격증 소지자, 국가보훈대상자 및 장애인 우대"
LG전자,기획/경영,"사무직 근태 관리, 비정규 인사 관리, 사내 근로자 대의기구 지원, 사내 조직문화 활동 지원","4년제 대학 학부 3학년, 전공 무관, 해당 분야에 관심이 많고 향후 전문가로 성장하고 싶은 지원자, 데이터 분석 역량 보유자 및 관련 도구 활용 능력자, 이전 업무/프로젝트와 그 결과에 대해 구체적으로 기술할 수 있는 지원자, 문제를 발견하고 주도적으로 해결한 경험이 있는 지원자, 이해관계자와의 소통 속에서 설득할 수 있는 능력"
LG전자,생산/제조,용접 업무,"고등학교 졸업 이상, 해외여행에 결격사유가 없는 자, 남자의 경우 군필 혹은 면제자, 용접 자격증 소지자, 용접 업무 경험자 우대"
LG전자,전문직,"글로벌 경영회계, 마케팅 기조 및 실무, 미국 회계 원리, 실무 엑셀, 마케팅 포트폴리오 제작, 실전 면접 영어 교육","2024년 5월 졸업 예정자, 졸업 유예자, 기 졸업자 (만 34세 이하), 경영회계과정 연수생, 마케팅 관련 전공자, 소셜 플랫폼 관련 경험자, 디지털 마케팅 최신 트렌드 이해자"
LG전자,기획/경영,"신상품, 신기술에 대한 고객 데이터 분석, 타겟 고객 세그멘테이션 정교화 및 마이크로 타겟팅을 통한 고객/시장/경쟁/기술 분석 기반 로드맵 수립, 신제품, 신상품 기획, 상품화 사업화 추진, 사업 상품 기술 전략 수립, 중장기 기술, 제품 로드맵 수립","학사 이상 학위 소지자, 홈뷰티 제조업계 혹은 소비재 관련 경력 2년 이상, 비즈니스 영어 중급 이상, 해외여행에 결격 사유가 없는 분, 공학 석사, 소비자 행동심리학 석사 및 박사, 가전 제품군 관련 업무 경력자, 렌탈 제품 해외 신시장 발굴 유경험자, 렌탈 비즈니스 구조 및 생태계에 대한 높은 이해도 보유자, 고객 빅데이터 기반 사업전략 수립 경험자, 스타트업을 통해 고객 경험 설계한 신상품 개발, 사업 운영 경험자"
LG전자,기획/경영,상세내역 참조,"16기 오프라인 해커톤 참여 인원, 4년제 대학교 기졸업자 또는 2024년 8월 졸업 예정자, 2024년 9월부터 정규직 근무 가능, 군필자 또는 면제자, 취업 보호 대상자 우대"
LG전자,기획/경영,인사 및 채용 관련 업무,"4년제 대학 학부 3학년, 전공 무관, 인사 및 채용에 관심 있는 자, 인사 분야에 관심, 디자인 관련 툴 활용 능력, 브랜딩과 마케팅 이해도"
LG전자,법률/법무,법무 관련 업무 보조,"미국 로스쿨 2학년 재학생, 졸업 후 자사 사내변호사 커리어에 관심, 한국어 의사소통 가능"
LG전자,생산/제조,"가공설비 운용, 가공설비 관리, 금형 부품 연마","고등학교 졸업 이상, 해외여행 결격사유 없음, 남자는 군필 혹은 면제자, 기계/메카트로닉스/항공/자동차 관련 전공자, 전자/전기/컴퓨터 관련 전공자 및 관련 자격증 소지자, 금형 가공 및 조립 실무 경력자, 가공기 및 설비 유지보수 유경험자, 국가보훈대상자 및 장애인 우대"
LG전자,서비스/고객지원,"고객 상담 업무, 고객 유지 업무","인바운드 고객 상담 경력 1년 이상 우대, 오피스 프로그램 활용 가능자"
LG전자,기획/경영,"1&4사업본부 전략 수립, 전략 운영, 경영 이슈 및 최적 대응 방안 수립, 대내외 커뮤니케이션 자료 작성","학사 이상 학위 소지자, 경력 2년 이상 5년 이하, 영어 능력 (TOEIC 700점 이상), 엑셀 상급, 파워포인트 중급 이상, 전략 컨설팅 업체 경력 보유자, 국내 주요 기업 경영전략/전략기획 업무 경험자"
LG전자,"자: 엔지니어링
- 기계: 엔지니어링
- 정보통신: 개발
- 로봇: 연구개발
- 품질: 생산관리/품질관리
- 생산: 생산/제조
- 디자인: 디자인
- 영업: 영업/제휴
- 상품기획: 기획/경영
- 구매: 기획/경영

따라서, 직무명은 다음과 같이 분류됩니다:

- 전기전자: 엔지니어링
- 기계: 엔지니어링
- 정보통신: 개발
- 로봇: 연구개발
- 품질: 생산관리/품질관리
- 생산: 생산/제조
- 디자인: 디자인
- 영업: 영업/제휴
- 상품기획: 기획/경영
- 구매: 기획/경영",해당 사항 없음,"4년제 대학교 기졸업자 또는 2024년 8월 졸업 예정자, 군필자 또는 면제자, 해외 여행에 결격 사유가 없는 자, 취업 보호 대상자 우대, 공인어학성적 보유자 우대"
LG전자,생산관리/품질관리,"전자제품 생산 업무, 자재 관리 업무","고등학교 졸업 이상, 전자/전기/컴퓨터 관련 전공자 및 자격증 소지자, 국가보훈대상자 및 장애인 우대"
LG전자,엔지니어링,"채용 기획 및 운영 지원, 채용 프로세스 전반 운영, 내/외부 커뮤니케이션, 채용 브랜딩 기획","4년제 대학(원) 재학생, 관련 전공 이수자 및 경력자 우대, 엑셀 활용 능숙자 우대"
LG전자,기획/경영,해당 내용 없음,"학사 또는 석사, 전기, 전자, 정보통신, 컴퓨터, 기계, 재료 등 공학 계열 전공, TOEIC 700점 이상 또는 동등한 어학 능력, 해외여행에 결격사유가 없는 자, 관련 전공 석사 학위 소지자, 어학 능력 우수자, 해외 경험이 있는 자"
LG전자,마케팅/시장조사,"L6전자 홈페이지 제품 구매 관련 상담/채팅, 제품 구매 희망 고객 상담, 주문 관리, 라이브커머스 방송 판매 고객 문의 응대, 판촉 이벤트 관련 고객 문의 응대, L6전자 임직원몰 구매 고객 상담","인바운드 고객 상담 경력 1년 이상, 재택근무 가능자, 오피스 프로그램 활용 가능자, 남자인 경우 군필 또는 병역 면제자, 해외여행 결격 사유가 없는 자, 장애인 및 보훈대상자 우대"
한화,교육,"구미 신사업장 홍보/의전, 내방객 영접 및 시설물 관리, 의전 콘텐츠 관리, 사업장 내방객용 60005 관리, 사업장 행사 진행","홍보/의전 기획 유경험자, 영어 회화 능통자, 전문 프리젠테이터 유경험자, 남성의 경우 병역 필 또는 면제자, 군 출신의 경우 군 경력증명서 필수 첨부, 장애/보훈 인력 우대"
한화,영업/제휴,"보험계약 체결에 따른 업무 지원, 보험계약 관리 및 사무업무 수행, 지점 총무 업무","정상적으로 근무가 가능한 자, 군 면제인 자, 금융/보험 관련 자격증 보유자, 본인 연고지 근무 희망자, 국가보훈대상자 및 장애인"
한화,기획/경영,"공정 생산 및 설비 관리, 공정 운영 및 설비 관리 및 유지보수","근무 가능하신 분, 주/야 근무 교대 가능하신 분, 간단한 문서 취급 가능하신 분, 공정 생산과 설비 운영 경력 보유, 설비 유지보수 가능, 디스플레이 관련 업체 근무 유경험자"
한화,생산/제조,생산 공정 수행,"정규직 신입사원 3개월 수습기간, 경력사원 1개월 수습기간, 남자는 병역 필 또는 면제, 해외여행 결격사유 없음, 보훈대상자 및 등록장애인 우대"
한화,인사/총무,"임직원 근태 관리 및 급여 업무 지원, 복리후생 지원, 비용 정산 등 사무 업무 지원","고졸 이상, 행정서무 경력 1년 이상, 급여, 근태, 퇴직금, 4대 보험 업무 경험자, 남성의 경우 병역을 마쳤거나 면제인 분, 해외 여행에 결격 사유가 없으신 분"
한화,기획/경영,"국문/영문 계약서 작성 및 검토, 국내외 법률 자문, 클레임/소송/중재 등 분쟁 해결 지원, 준법 지원/법무, 컴플라이언스 업무 수행","국내외 로스쿨 졸업, 변호사 자격 보유자 (국내/국외), 2025년도 변호사시험 합격자 지원 가능, 병역 필 또는 면제자, 컴플라이언스 업무 경력 우대, 비즈니스 영어 가능자 우대"
한화,생산/제조,방산물자 제조/조립/생산,"방산물자 제조/조립/생산 업무 경력자, 화약류 자격증(제조/관리/기능사) 소지자, 지게차/대형 운전면허 소지자, 위험물 산업기사, 산업위생관리 산업기사, 대기환경 산업기사 소지자"
한화,기획/경영,"보험영업 현장 지원업무, 계약 관리 및 영업 지원 제반 업무","고등학교 졸업 이상, 워드 등 OA 사용 능숙자, 보험회사 총무 경력자, 금융 관련 자격증 보유자, 우대 조건 미보유자도 지원 가능"
한화,인사/총무,예산 관리 및 각종 전표 처리,"실무 경력 1년 이상, 장애인 우대"
한화,서비스/고객지원,"신용 및 부동산 대출 고객 상담 안내 및 관리, 아웃바운드 및 인바운드 상담","고졸 이상 학력 소지자, 신용상에 이상이 없는 분"
한화,디자인,"디지털 매체 콘텐츠 디자인, 사이니지 및 인쇄물 디자인, 비주얼 및 환경 개선 디자인 유지/관리, 사무 업무 보조","대규모 상업시설 디자인 업무 경험, 실사 출력물 디자인 및 제작 경험, 포트폴리오 제출, 디자인 프로그램 활용 능력, 원활한 커뮤니케이션 스킬, 대규모 복합상업시설 디자인 제작 경험 우대, 일러스트 및 포토샵 활용 능력 우수"
한화,생산/제조,방산물자 조립/생산,"방산물자 조립/생산 경력자, 화약류 자격증 소지자, 지게차 기능사 자격증 소지자, 설비류 자격증 소지자, 보훈대상자 및 장애인 우대"
한화,인사/총무,"인사 데이터 전산 시스템 입력 및 관리, 현황 관리 및 통계 데이터 작성, 인사 관련 지표 및 자료 작성, 직원 전출입, 퇴직, 전배 등 인사 발령 행정 지원, 전표 처리, 비품 관리 외 기타 행정업무 지원","전문학사 이상, 서무행정 또는 인사 관련 실무 경험 보유자, 워드, 엑셀 능통자, 남성의 경우 병역을 마쳤거나 면제인 분, 해외 여행에 결격 사유가 없으신 분"
한화,생산관리/품질관리,"이화학 시험 수행, 미생물 분석 수행, 계정 관리, 검체 및 벨리데이션 수행, 규정 유지 관리","4년제 대학교 졸업(예정)자, 화학 및 관련 전공자, 제약회사 관련 업무 경력자 우대, 영어 능통자 우대, 보훈대상자 및 등록장애인 우대"
한화,기획/경영,"객실 품질 서비스 관리, 월별 매입 분석 및 실적 관리, 자재 구매, 계약, 자산 관리","관련 학과 및 전공자 우대, 동종업계 근무 경력자 우대, 워드 및 엑셀 활용 가능, 해외 여행에 결격 사유가 없는 자, 국가 유공자 및 보훈대상자 우대"
한화,기획/경영,"매출/매입 세금계산서 발행 및 관리, 기타 업무, 자료 정리 및 엑셀 문서 작업","세금계산서 발행 관련 업무 경험자, 회계 관련 모듈 경험자, 엑셀 등 컴퓨터 활용 능숙자, 회계 관련 업무 유경험자"
한화,연구개발,"원료 및 자재의 화학 시험, 문서 작성, 시험 장비 유지 및 관리","신입/경력 4년 이하, 대졸 이상 (4년), 화학, 화학공학, 제약공학, 생명공학 전공, 외국어 우수자, 모집 분야 경험자, 취업 보호 대상자"
한화,서비스/고객지원,"채널톡 유입 고객 문의 응대, 고객 문의 중 시스템 오류 등 내부 개선사항 발굴/전달, 채널톡 진행 고객 터치 및 계약 체결 독려, 디지털 채널 고객 응대","당사 포털 기능/메뉴 활용 능숙자, 고객 문의 응대 스킬(소통) 능숙자, 관련 경력자 우대, 고객 서비스 관련 자격증 소지자 우대"
한화,"관리: 금융/재무
- 대리점 운영: 영업/제휴
- 수수료 산출 및 지급 업무: 금융/재무
- 금융 소비자 보호 업무: 금융/재무
- 인사 관리: 인사/총무
- 재무 회계: 금융/재무
- 마케팅 전략/영업 기획: 마케팅/시장조사

직무명: 금융/재무, 영업/제휴, 인사/총무, 마케팅/시장조사","리스크 관리 업무, 대리점 운영 지원, 보증담보 관련 업무, 계약 관리, 수수료 산출 및 지급 업무, 영업 관련 제 지급 업무, 문서 기획, 통계 관리, 인사 총무, 결산, 예산, 세무, 공시, 영업 전략 수립 및 운영","대학 이상 학력, 생명보험 및 손해보험 원수사 경력 우대, 4년제 대학 이상 학력 보유자, 엑셀 및 전산 시스템 활용 능력 보유자, 원활한 커뮤니케이션 능력 보유자, 상장사 인사 업무 경력 우대, 외부 전문가 및 유관 부서 협업 능력 보유자, 대내외 환경에 유연하게 대처할 수 있는 분"
한화,"획: 기획/경영
2. 상품프라이싱: 기획/경영
3. 상품기획: 기획/경영
4. 상품개발: 개발
5. 데이터 분석: 데이터
6. 언더라이팅: 금융/재무
7. 보험심사: 금융/재무
8. 소비자 보호: 전문직
9. 해외사업 관리: 기획/경영
10. 해외신사업 개발: 기획/경영
11. 글로벌: 기획/경영

따라서, 전체 직무명 분류는 다음과 같습니다:

- 품기획: 기획/경영
- 상품프라이싱: 기획/경영
- 상품기획: 기획/경영
- 상품개발: 개발
- 데이터 분석: 데이터
- 언더라이팅: 금융/재무
- 보험심사: 금융/재무
- 소비자 보호: 전문직
- 해외사업 관리: 기획/경영
- 해외신사업 개발: 기획/경영
- 글로벌: 기획/경영","품기획, 상품프라이싱, 상품기획, 상품개발, 데이터 분석, 언더라이팅, 보험심사, 소비자 보호, 해외사업 관리, 해외신사업 개발, 글로벌","병역 필 또는 면제자, 해외여행에 결격사유가 없는 자, 국가등록장애인 및 국가보훈대상자 우대"
한화,금융/재무,증권 및 금융상품 업무 전반 상담,"주식 및 금융상품에 대한 전반적인 이해, 성실하고 긍정적인 성격, 서비스 마인드 우수한 분, 증권사 지점/콜센터 업무 유경험자, 금융 자격증 보유자"
한화,마케팅/시장조사,마케팅 예산 관리,"학사 이상 (경제학/경영학 전공 우대), 대리~차장급 (경력 3~12년 내외), 투자자산운용사 및 펀드투자권유대행인 자격증 보유자 우대, 기본적인 비즈니스 수준의 어학 능력, 금융 관련 학회/동아리 경험 우대"
한화,의약,"생산, 포장 (단순업무)","병역필 또는 면제자, 해외여행 결격 사유 없음, 외국어 우수자, 모집 분야 경험자 우대, 취업보호 대상자 우대, 국가등록장애인 및 국가보훈 대상자 우대"
한화,개발,"반도체 제조용 플라즈마 공정 개발 및 최적화, 플라즈마 반응 메커니즘 분석 및 공정 변수 제어, 플라즈마 공정 장비의 설계 및 성능 개선","플라즈마 공정 전문가, 플라즈마 물리학/전기공학/응용물리학 석사학위 보유, 반도체 플라즈마 공정 개발 및 최적화 경험, 플라즈마 진단 및 분석 기술 활용 경험, 공정 시뮬레이션 도구 활용 가능자 (예: COMSOL, ANSYS 등), 공정 시스템 및 마이크로파 전력 시스템 이해, 남자의 경우 군필 또는 군면제자, 해외 여행에 결격사유가 없는 자"
